Orthogroup	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia	Total
OG0011698	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011699	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011700	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011701	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011702	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011703	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011704	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011705	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011706	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011707	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011708	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011709	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011710	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011711	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011712	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011713	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011714	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011715	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011716	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011717	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011718	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011719	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011720	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011721	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011722	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011723	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011724	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011725	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011726	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011727	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011728	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011729	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011730	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011731	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011732	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011733	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011734	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4
OG0011735	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011736	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011737	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
OG0011738	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011739	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011740	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011741	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011742	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011743	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011744	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011745	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
OG0011746	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011747	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011748	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011749	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011750	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011751	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011752	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011753	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011754	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011755	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011756	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011757	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011758	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011759	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011760	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011761	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011762	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011763	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011764	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011765	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011766	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011767	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011768	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011769	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011770	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011771	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011772	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011773	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011774	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4
OG0011775	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011776	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011777	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011778	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011779	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011780	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011781	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011782	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011783	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4
OG0011784	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011785	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011786	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011787	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4
OG0011788	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011789	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	4
OG0011790	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	4
OG0011791	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	4
OG0011792	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	4
OG0011793	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	4
OG0011794	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4
OG0011795	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4
OG0011796	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	4
OG0011797	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
OG0011798	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4
OG0011799	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4
OG0011800	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4
OG0011801	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4
OG0011802	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
OG0011803	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
OG0011804	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4
OG0011805	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	4
OG0011806	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011807	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
OG0011808	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
OG0011809	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011810	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	4
OG0011811	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011812	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	4
OG0011813	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4
OG0011814	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011815	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
OG0011816	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4
OG0011817	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	4
OG0011818	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	4
OG0011819	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	4
OG0011820	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011821	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011822	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011823	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4
OG0011824	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011825	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011826	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4
OG0011827	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011828	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011829	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011830	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011831	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011832	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011833	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011834	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011835	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011836	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011837	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011838	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011839	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011840	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011841	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011842	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011843	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011844	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011845	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011846	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011847	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4
OG0011848	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4
OG0011849	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011850	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011851	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011852	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011853	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011854	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011855	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011856	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011857	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011858	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011859	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011860	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
OG0011861	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
OG0011862	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011863	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011864	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011865	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011866	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
OG0011867	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011868	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011869	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4
OG0011870	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011871	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011872	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4
OG0011873	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011874	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011875	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	4
OG0011876	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011877	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011878	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4
OG0011879	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011880	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011881	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011882	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011883	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011884	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011885	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
OG0011886	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011887	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011888	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011889	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011890	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011891	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011892	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011893	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011894	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4
OG0011895	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011896	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	4
OG0011897	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	4
OG0011898	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011899	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011900	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	4
OG0011901	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
OG0011902	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4
OG0011903	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4
OG0011904	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4
OG0011905	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	4
OG0011906	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011907	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	4
OG0011908	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	4
OG0011909	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011910	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011911	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011912	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011913	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011914	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011915	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011916	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011917	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011918	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011919	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011920	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011921	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011922	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011923	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011924	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011925	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011926	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011927	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011928	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011929	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011930	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011931	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011932	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011933	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	4
OG0011934	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011935	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011936	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011937	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011938	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011939	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011940	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011941	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011942	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	4
OG0011943	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011944	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011945	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011946	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	4
OG0011947	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011948	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4
OG0011949	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011950	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0011951	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4
OG0011952	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	4
OG0011953	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	4
OG0011954	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	4
OG0011955	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	4
OG0011956	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	4
OG0011957	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
OG0011958	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
OG0011959	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	4
OG0011960	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	4
OG0011961	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	4
OG0011962	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
OG0011963	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	4
OG0011964	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0011965	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	4
OG0011966	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	4
OG0011967	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	4
OG0011968	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4
OG0011969	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	4
OG0011970	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	4
OG0011971	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
OG0011972	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	4
