"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC114880255",225.158022814372,0.0801275915441465,0.148446369883087,0.539774678271036,0.589352431860428,0.916512881504389
"LOC114878939",120.105155840121,0.168730064696717,0.145717408310746,1.15792661050419,0.246893987032094,0.73174596190479
"LOC114879865",853.845574365066,0.0677232198146109,0.065028797641758,1.04143429173789,0.297674034288787,0.770013544822718
"LOC114880126",131.165056420582,0.0941880252372189,0.130080109903618,0.72407707302067,0.469018419189103,0.874290867686756
"LOC114880428",76.946179855372,-0.00882950758474161,0.165140481265222,-0.0534666455922523,0.957360105582364,0.995245399717935
"LOC114879660",231.175847556721,0.0206426824035757,0.165794080019498,0.124507958312794,0.900913099590275,0.984962822260726
"LOC114878785",1294.73501434447,0.117028823787198,0.100543737081727,1.16395935921967,0.244440482031683,0.730625650779045
"LOC114879191",682.003664474607,0.0698611121163814,0.0850482708597743,0.821428953347762,0.411401977199562,0.845465630328116
"LOC114879403",689.359918476483,-0.00293461736071746,0.226326977185023,-0.0129662729437614,0.989654700890411,0.998796768975092
"LOC114879760",140.620333488537,-0.0265382421508963,0.165220223749592,-0.160623448804413,0.872389985224631,0.980444116223097
"LOC114878893",143.273195810302,-0.151221451843804,0.148749691456427,-1.0166169110213,0.309335706175778,0.78112543879571
"LOC114874398",0.264299957646314,-0.326931883003137,2.8488104416478,-0.11476084130541,0.908634688037995,NA
"LOC114882803",5481.07336104089,0.105288476623592,0.138617996630016,0.759558493004458,0.447518537664058,0.861697317826849
"LOC114882756",144.260921289902,0.329621038351524,0.175263805450535,1.88071369045192,0.060010876329802,0.469038486151385
"LOC114882767",16.6419769826298,0.255887839880523,0.340875726247063,0.750677798908621,0.452846587281151,0.86468052502383
"LOC114883109",20.5701065581454,0.017516912297945,0.296698361285387,0.0590394642628169,0.952920674981064,0.994986844651282
"LOC114882841",1378.35644565345,-0.0271391591107623,0.102750649376068,-0.264126399935759,0.791682521797529,0.968293348950857
"LOC114877276",1.00638595236238,-0.15475638320827,1.38479003627951,-0.111754402583695,0.91101814242969,NA
"LOC114877174",80.4292704602191,-0.210760777002129,0.147281255828384,-1.43100882604989,0.152427685614324,0.639586291570428
"LOC114877115",119.066307469772,-0.00509265378504355,0.222282782159558,-0.0229106984156243,0.981721506534797,0.998054687174589
"LOC114876318",556.446728286178,0.185288782997553,0.167294123551502,1.1075630097701,0.26805058593976,0.746319479923405
"LOC114876711",514.863588889671,0.12710961536415,0.123379069879227,1.03023645330262,0.302899021403911,0.7759159551621
"LOC114881976",1048.01556063547,0.0892801838864111,0.0697937708589207,1.2791998882949,0.200826675197074,0.701766326517983
"LOC114882664",181.760779873057,-0.185885906928986,0.141454239410771,-1.31410629828625,0.18881043492972,0.690585451841471
"LOC114882647",228.455413335879,-0.491248285273079,0.196869312317492,-2.49530147431429,0.0125850155724539,0.239360852192088
"LOC114881687",1613.2318677392,0.0264170775538714,0.117592334448986,0.224649656609476,0.822251831688693,0.97007615787165
"LOC114882120",145.597056588135,-0.173855218038721,0.209675591590817,-0.829162883098001,0.4070122447219,0.843887039438654
"LOC114871025",0.41339011921646,-0.482756266342543,2.30410803458526,-0.209519805102993,0.834042476234561,NA
"LOC114874075",229.592748840187,-0.243600104170983,0.239673459531357,-1.0163833102226,0.309446890130577,0.78112543879571
"LOC114871593",37.7136994313586,-0.721483350743065,0.34904912928356,-2.06699656356096,0.038734477768096,0.399608237503622
"LOC114871927",227.03962769684,0.198390321722312,0.103269266980774,1.92109741380508,0.0547194276043448,0.446415701596189
"LOC114871867",317.36300033318,0.0591185910934587,0.112207246642694,0.526869635093289,0.598284121617397,0.918284710300065
"LOC114871134",240.714046797443,-0.02670462165391,0.101187357308851,-0.263912630630329,0.791847242761503,0.968293348950857
"LOC114874528",550.325662477421,0.103418158160535,0.0946177051424387,1.09301063690826,0.274389129518769,0.752388855295596
"LOC114874258",288.088666873605,0.103196666791998,0.108123485584045,0.954433407640954,0.339864302474922,0.805427717307213
"LOC114883062",0.355239813836005,-1.08467543425033,2.34580176537481,-0.462390066484166,0.643801621535358,NA
"LOC114883170",1361.33808953826,-0.0409266665386891,0.129534558328975,-0.315951720271813,0.75203915397802,0.964357564975278
"LOC114883155",318.94467755026,-0.147451717442766,0.0963884166294165,-1.52976594697756,0.126074673411708,0.599634542046306
"LOC114883138",423.108195208456,0.148085579614458,0.106838269365215,1.38607242979801,0.165724788000666,0.661107919966339
"LOC114875372",104.585649689121,-0.508774604019901,0.332146679131218,-1.53177688047546,0.125577503106803,0.599122865132613
"LOC114883115",8.76743831062444,0.708439467375081,0.514756172688875,1.37626220910472,0.168740468396085,0.664754205332223
"LOC114879888",5.37426440374978,0.982315615051125,0.652120584504781,1.50634045051207,0.131979799117186,NA
"LOC114882998",110.788544253544,0.129023167422003,0.158655217439925,0.813229905098191,0.416086256628305,0.84732462809741
"LOC114883027",740.840469166281,-0.32233871329538,0.206274290071865,-1.56267033173683,0.118130156127892,0.584443405143193
"LOC114883050",0.699537686465871,-0.776824779021419,1.90018586396794,-0.408815155270794,0.682675317127112,NA
"LOC114870894",583.344062177911,0.0638059261192534,0.0817969840637887,0.780052306934628,0.435360087411638,0.85332769365877
"LOC114883227",322.210049584887,-0.465154533565126,0.257522085811885,-1.80627044899331,0.0708761053829435,0.493937933813006
"LOC114880490",1161.50192595864,0.202184524363883,0.180354229912174,1.12104121130034,0.262270320770132,0.742430673020595
"LOC114878365",342.681877509839,0.00263279167531367,0.125262577507269,0.0210181821874206,0.983231151591147,0.998269568192288
"LOC114876157",1445.38144649234,0.139578019841556,0.194965343266668,0.715911953903753,0.474045716746666,0.876305135701211
"LOC114877849",191.24024768909,0.0513473820227943,0.128464259598281,0.399701692777137,0.68937624517078,0.945995629713085
"LOC114873298",217.047402696819,-0.354347479855618,0.18009487289079,-1.96756006524681,0.0491186784290292,0.433497940223906
"LOC114872165",155.031367190867,-0.185186627584838,0.239185262430145,-0.774239289257723,0.438789298130673,0.85560158262778
"LOC114872511",43.0287227609096,-0.306167072137881,0.304686218920924,-1.00486025663452,0.31496414405736,0.783969289780754
"LOC114872837",51.7841592612353,0.450351506239349,0.253501116529559,1.77652671674461,0.0756461423828244,0.510387773808368
"LOC114877458",128.370127289598,-0.473766155230996,0.223292080523652,-2.12173290749921,0.0338601735556366,0.376001873634462
"LOC114874651",127.371393519015,0.227328412748869,0.363158673168326,0.625975446946029,0.53133104608263,0.892468694570651
